developer,year,app_name,price
"Zykov Eddy,Xitilon",2015.0,Electric Highways - OST,1.99
Alawar,2015.0,Twisted Lands Trilogy: Collector's Edition,19.99
K Bros Games,2015.0,Albert and Otto,4.99
IObit,2015.0,Driver Booster 3 for STEAM,0.0
IObit,2015.0,Driver Booster 3 Upgrade to Pro (Lifetime),29.99
Gametek Brasil,2015.0,Cannibal,13.99
17-BIT,2015.0,GALAK-Z,19.99
Nexon,2015.0,Counter-Strike Nexon: Zombies - Oz's Trio,13.99
Nomad Games,2015.0,Talisman - The City Expansion,6.99
Royal Polygon,2015.0,Sun Dogs,9.99
KBJGames,2015.0,Devil's Bluff,14.99
Aerosoft GmbH,2015.0,FSX: Steam Edition - Paris Orly (LFPO) Add-On,24.99
"Ice-Pick Lodge,General Arcade",2015.0,Pathologic Classic HD,12.99
Idea Factory,2015.0,Mugen Souls - Mega Costume Bundle 1,3.99
idea Factory,2015.0,Mugen Souls - Mega Costume Bundle 2,4.99
"Gergely Zsolnay,Richard Markos",2015.0,Army of Pixels,4.99
idea Factory,2015.0,Mugen Souls - Points Fever Bundle 1,1.99
Idea Factory,2015.0,Mugen Souls - Points Fever Bundle 3,3.99
Idea Factory,2015.0,Mugen Souls - Points Fever Bundle 2,2.99
Idea Factory,2015.0,Mugen Souls - Devil Weapons Bundle,2.99
Idea Factory,2015.0,Mugen Souls - Dreamy Weapons Bundle,2.99
Idea Factory,2015.0,Mugen Souls - Ultimate Unlock Bundle,2.99
Kirill Kupryakhin,2015.0,Colortone,4.99
Realore,2015.0,When In Rome,4.99
Realore,2015.0,Viking Saga: The Cursed Ring,2.99
Skyhook Games,2015.0,TS Marketplace: Laaeks 553 Wagon Pack,4.99
Section Studios,2015.0,Dead Realm - Soundtrack,0.0
Nihon Falcom,2015.0,The Legend of Heroes: Trails in the Sky SC,29.99
Slightly Mad Studios,2015.0,Project CARS - Japanese Car Pack,3.49
Touchfight Games LLC,2015.0,Go To Bed: Survive The Night,4.99
"Jagex,Artplant",2015.0,Block N Load - Scary Monsters Skins Pack,9.99
Kerim Kumbasar,2015.0,Morphine,2.99
Rocksteady,2015.0,Batman™: Arkham Knight Season Pass,19.99
"C3SK,Robin Finck,Pedro Pimentel",2015.0,NOCT Official Soundtrack,9.99
Nekrosoft,2015.0,The Troma Project,6.99
Rocksteady,2015.0,Batman™: Arkham Knight - Batman Classic TV Series Batmobile Pack,1.99
Rocksteady,2015.0,Batman™: Arkham Knight - Harley Quinn Story Pack,1.99
Rocksteady Studios,2015.0,Batman™: Arkham Knight - 2008 Tumbler Batmobile Pack,1.99
Realore,2015.0,Farm Mania: Hot Vacation,3.99
DebonosuWorks Inc.,2015.0,Kagura Douchuuki,13.99
"JMJ Interactive,Mårten Jonsson",2015.0,Star Sky - ブルームーン,3.99
VooFoo Studios,2015.0,Pure Pool - Snooker pack,4.99
Wildgrass,2015.0,BEARZERKERS,12.99
Sunlight Games,2015.0,One Hundred Ways,9.99
Dysotek,2015.0,Bocce Revolution,9.99
West Coast Software,2015.0,D/Generation HD,12.99
Choice of Games,2015.0,Deathless: The City's Thirst,3.99
Hosted Games,2011.0,Zombie Exodus,7.99
Audials AG,2015.0,Audials One Suite 2016,59.99
Nicolas Bernard,2015.0,ALPAGES : THE FIVE BOOKS,0.99
Kasaa Solution,2015.0,Giana Sisters 2D,7.99
Fatshark,2015.0,Warhammer: End Times - Vermintide,29.99
"KADOKAWA,Yoji Ojima",2015.0,RPG Maker MV,79.99
"KADOKAWA,Yoji Ojima",2015.0,RPG Maker MV - Cover Art Characters Pack,9.99
"Murray Atkinson,Degica",2015.0,RPG Maker MV - Essentials Set,9.99
Orange_Juice,2015.0,200% Mixed Juice!,6.99
Oreol,2015.0,KINGDOMS,9.99
Krealit,2016.0,I am Weapon: Revival,15.99
Grizzly Wolf Games LLC,2015.0,Flight of the Paladin,1.99
Teyon,2015.0,Heavy Fire: Shattered Spear,3.99
studiocime,2015.0,Mu Complex,8.99
高考恋爱委员会,2015.0,Gaokao.Love.100Days - Yes Monitress,0.0
"Adventure Productions,10th Art Studio",2015.0,Shadows on the Vatican Act II: Wrath,6.99
Julia Games,2015.0,Starsphere,3.99
Idea Factory,2015.0,Mugen Souls,19.99
Snapshot Games Inc.,2015.0,Chaos Reborn,9.99
Invoker Studios,2015.0,Ironkraft - Road to Hell,9.99
Orbx,2015.0,FSX: Steam Edition - Meigs Field (KCGX) Add-On,19.99
Cliffhanger Productions,2015.0,Shadowrun Chronicles: Infected!,9.99
Royal Troupe,2015.0,Message Quest,2.99
Landfall,2015.0,Square Brawl,4.99
Flenx,2015.0,The Big Secret of a Small Town,6.99
Great War Team,2015.0,Battle of Empires: 1914-1918 - Skirmish Pack,0.99
Ankama Studio,2015.0,WAKFU - Anathar Pack,79.99
VooFoo Studios Ltd,2015.0,Pure Hold'em - King's Ransom Chip Set,2.99
"Looking Glass Studios,Nightdive Studios",2015.0,System Shock: Enhanced Edition,9.99
Realore,2015.0,Turtle Odyssey,2.99
Sector3 Studios,2015.0,RaceRoom - DTM Experience 2015,24.99
Serious Games Interactive,2012.0,Playing History - The Plague,3.99
Peter Moorhead,2015.0,Murder,0.99
Code Club AB,2015.0,Wurm Unlimited,29.99
"Q-Games Ltd.,Double Eleven",2015.0,PixelJunk™ Shooter Ultimate,9.99
Ronimo Games,2015.0,Awesomenauts - Ghosthouse Announcer,4.99
Special Circumstances,2015.0,Shallow Space,14.99
Ronimo Games,2015.0,Awesomenauts - Wicked Coco Skin,5.99
Sub Orbital Software,2015.0,Fairspace,8.99
"Pusselbit,Sweet Studio Labs",2015.0,One Final Chaos,4.99
Level Eight AB,2015.0,Robbery Bob: Man of Steal,7.99
Jesse Makkonen,2015.0,DISTRAINT: Deluxe Edition,4.99
DotEmu,2015.0,Little Big Adventure 2,3.99
DotEmu,1994.0,Little Big Adventure - Enhanced Edition,5.99
Dreamsite Games,2015.0,Empire TV Tycoon,9.99
Dovetail Games,2015.0,Train Simulator: DR BR 86 Loco Add-On,19.99
Kyy Games,2015.0,Knights of Pen and Paper 2,7.99
The Men Who Wear Many Hats,2015.0,Organ Trail - Final Cut Expansion,4.99
Lukas Navratil,2015.0,Toby: The Secret Mine,9.99
Double Damage Games,2015.0,Rebel Galaxy,19.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – All Time Low - “Somewhere in Neverland”,2.99
Ubisoft - San Francisco,2015.0,"Rocksmith® 2014 – All Time Low - “Dear Maria, Count Me In”",2.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – All Time Low Song Pack,7.99
"Games by Robert, LLC",2015.0,Timber and Stone,12.99
Team Fractal Alligator,2015.0,Hacknet Official Soundtrack,9.99
Pixel Pi Games,2015.0,Pulse,14.99
Joel Corelitz,2015.0,Pulse - Original Soundtrack,4.99
Konami Digital Entertainment,2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Naked Snake),0.99
Konami Digital Entertainment,2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN - Jumpsuit (EVA),0.99
Konami Digital Entertainment,2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN - Parade Tack,0.99
Konami Digital Entertainment,2015.0,METAL GEAR SOLID V: THE PHANTOM PAIN - Sneaking Suit (Naked Snake),0.99
Sigtrap Games,2015.0,Sublevel Zero Redux - Soundtrack,6.99
Lord Puggington Games,2015.0,Sir! I'd Like To Report A Bug!,3.99
Stellar Jay Studios,2015.0,Dad Beat Dads,5.99
"David Vogt,Christoph Winkler",2015.0,Oncoming Death Steam Edition,4.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – All Time Low - “Weightless”,2.99
Stellar Jay Studios,2015.0,Dad Beat Dads - Soundtrack of Ultimate Dadness,2.99
"Michael Porter,Aaron Smith,Andrew Thomas",2015.0,Save the Creatures,1.99
Seabass and Gazelle Studios,2015.0,Project Explore - OST,3.99
PiGravity,2015.0,Ampersand,0.99
Legend Studio,2015.0,FreeCell Quest,9.99
Realore,2015.0,Roads of Rome 2,3.99
Realore,2015.0,Roads of Rome,3.99
BANDAI NAMCO Studio Inc.,2015.0,Tales of Zestiria - Adventure Items,19.99
LuGus Studios,2015.0,Runes of Brennos,4.99
Artefacts Studios,2013.0,Garfield Kart,4.99
Jötunn Games,2015.0,Ceres,19.99
Once More With Gusto,2015.0,Eternal Step,9.99
Eagle Dynamics SA,2015.0,DCS: L-39 Albatros,49.99
REMIMORY,2015.0,Color Symphony 2,9.99
SIEIDI Ltd,2015.0,Gunnheim,9.99
TRIANGLE SERVICE,2015.0,DELTAZEAL Original Soundtrack,4.99
"LRDGames, Inc.",2015.0,Rogue State Soundtrack,0.0
TRIANGLE SERVICE,2015.0,DELTAZEAL,11.99
"LRDGames, Inc.",2015.0,Rogue State,12.99
Shane Berezowski,2015.0,CMYW,3.99
TRIANGLE SERVICE,2015.0,XIIZEAL Original Soundtrack,4.99
Dominique Grieshofer,2015.0,Refunct,2.99
Dovetail Games,2015.0,Train Simulator: NJ TRANSIT® ALP-46 Loco Add-On,19.99
Grey Alien Games,2015.0,Spooky Bonus,9.99
Ground Shatter,2015.0,SkyScrappers,12.99
Realmforge Studios,2015.0,Dungeons 2 - A Game of Winter,7.99
Dark Roast Entertainment,2015.0,Lucadian Chronicles,7.99
Pixel Ferrets,2015.0,Soundtrack for Secrets of Grindea,4.99
Tomorrow Corporation,2015.0,Human Resource Machine,9.99
A.J Starkey Enterprises,2015.0,Omnipresent - Soundtrack,0.99
Madruga Works,2015.0,Planetbase,19.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Kiss - “God of Thunder”,2.99
TheShortAndTheTall,2015.0,The Body Changer,19.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Kiss Song Pack II,7.99
"Jackbox Games, Inc.",2015.0,The Jackbox Party Pack 2,24.99
WayForward,2015.0,Goosebumps: The Game,9.99
Codename Entertainment Inc.,2015.0,Crusaders of the Lost Idols,0.0
Kajak Games,2015.0,Ancestory,14.99
Telltale Games,2015.0,Minecraft: Story Mode - A Telltale Games Series,24.99
Ion Storm,2015.0,Deus Ex: Revision,0.0
Brushfire Games,2015.0,Polychromatic - Soundtrack,2.99
Brushfire Games,2015.0,Shipwreck - Soundtrack,2.99
Switchblade Monkeys Entertainment,2015.0,Support the Developers - Character Skin Bundle,8.99
"Psyonix, Inc.",2015.0,Rocket League® - Revenge of the Battle-Cars DLC Pack,3.99
Switchblade Monkeys Entertainment,2015.0,Secret Ponchos,14.99
Serenity Forge,2015.0,Pixel Galaxy - Original Soundtrack,4.99
Re-Logic,2015.0,Terraria: Official Soundtrack,9.99
Helsinki Noir,2015.0,Black Island,2.99
UNIT9,2015.0,Decromancer,9.99
Fastline Simulation,2015.0,Rebodied dia. 1/146 HTV 21t Coal Hoppers Wagon Pack,4.99
Forbes  Consult Ltd,2015.0,Golden Rush - One Hero Set of Artifacts,49.99
Fastline Simulation,2015.0,EWS ZCA Sea Urchins ex VDA Wagon Pack,4.99
Iron Tower Studio,2015.0,The Age of Decadence,29.99
Professor Why,2015.0,Professor Why™ Chemistry 1,9.99
Labyrinthine,2015.0,Legend of Mysteria RPG,2.99
"Byte-UP Co., ltd.",2015.0,Warlock's Citadel,5.99
Super63,2011.0,Lucky Rabbit Reflex!,14.99
Serenity Forge,2015.0,Luna's Wandering Stars - Original Soundtrack,4.99
Still Games,2015.0,Animal Gods,9.99
34BigThings srl,2015.0,Hyperdrive Massacre,9.99
Still Games,2015.0,Animal Gods: Original Soundtrack,4.99
"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",2015.0,The Secret of Tremendous Corporation,0.0
Schell Games,2015.0,Orion Trail,7.99
Individual Software,2015.0,Professor Teaches Access 2016,14.99
OMNIDREAM CREATIONS,2015.0,Nightside OST,1.99
IMakeGames,2015.0,Nubs' Adventure,6.99
Individual Software,2015.0,Professor Teaches Outlook 2016,14.99
Nooskewl,2015.0,Monster RPG 2,1.99
Incandescent Imaging,2015.0,Caffeine - Episode One (Standalone),3.99
Disparity Games,2015.0,Ninja Pizza Girl Soundtrack,4.99
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015.0,Halloween 2015 Costume Set,29.99
Roll7,2015.0,OlliOlli2 Soundtrack,6.99
Realore,2015.0,All My Gods,3.99
South East Games,2015.0,Paint the Town Red,14.99
RedBedlam,2015.0,Bedlam,12.99
4Friends Games,2015.0,Living Legends: The Frozen Fear Collection,19.99
Ageod,2015.0,Alea Jacta Est: Hannibal Terror of Rome,19.99
Praxia Entertainment Inc,2015.0,Beyond Sol,9.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Kiss - “Love Gun”,2.99
Dovetail Games,2015.0,Train Simulator: NJ TRANSIT® F40PH -2CAT Loco Add-On,19.99
Team Monkey,2018.0,Divinia Chronicles: Relics of Gan-Ti,14.99
Ageod,2015.0,Alea Jacta Est: Parthian Wars,19.99
Everything Unlimited Ltd.,2015.0,The Beginner's Guide Soundtrack,12.99
4Realms,2015.0,CHAOS - In the Darkness,7.99
Soccer Manager Ltd,2015.0,Soccer Manager 2016,0.0
Sapphire Dragon Productions,2015.0,Last Days of Spring Soundtrack,1.99
Sapphire Dragon Productions,2015.0,Last Days of Spring Visual Novel,2.99
Individual Software,2015.0,Professor Teaches PowerPoint 2016,14.99
Individual Software,2015.0,Professor Teaches Excel 2016,14.99
Cherry Pop Games,2015.0,Pool Nation FX - Unlock Cues,2.99
Cherry Pop Games,2015.0,Pool Nation FX - Unlock Balls,1.99
Cherry Pop Games,2015.0,Pool Nation FX - Unlock Decals,0.99
Cherry Pop Games,2015.0,Pool Nation FX - Unlock Objects,2.99
ALICE IN DISSONANCE,2015.0,fault Series ORIGINAL SOUNDTRACK vol 1,4.99
Archive Entertainment,2015.0,March of Industry: Very Capitalist Factory Simulator Entertainments,9.99
Cherry Pop Games,2015.0,Pool Nation FX - Unlock All Locations,2.99
virtualRailroads,2015.0,Lbms Wagon Pack,4.99
"Studio Work3,Lampert &amp; Sons,Skyboy Games",2015.0,Ookibloks,1.99
virtualRailroads,2015.0,Ommi Wagon Pack,4.99
Kunos Simulazioni,2015.0,Assetto Corsa - Dream Pack 2,7.99
Nauris Amatnieks,2015.0,There Was A Caveman,6.99
GOGII Games,2015.0,Fairy Tale Mysteries 2: The Beanstalk,9.99
"Fred Wood,James Bennett",2015.0,LOVE Soundtrack,0.99
Kylotonn Racing Games,2015.0,WRC 5 FIA World Rally Championship,39.99
Grandpa Pixel,2015.0,Legena: Union Tides,3.99
"Firaxis Games,Aspyr (Mac, Linux)",2015.0,Sid Meier's Civilization: Beyond Earth - Rising Tide,29.99
Individual Software,2015.0,Professor Teaches Word 2016,14.99
The Net Champs,2015.0,Axes and Arrows,9.99
"Stephane Graziano,Franck Graziano,Mathieu Lamarche",2015.0,Poppy Kart,4.99
"Stephane Graziano,Franck Graziano,Mathieu Lamarche",2015.0,Poppy Kart - Soundtrack,1.99
"MidBoss, LLC.",2015.0,Read Only Memories - Sights of Neo-SF,1.99
"MidBoss, LLC.",2015.0,2064: Read Only Memories,19.99
Halycon Media,2015.0,OMSI 2 Add-on Berlin X10,29.99
Poisson Rouge Interactica ltd,2015.0,Amos From Outer Space,2.99
"MidBoss, LLC.",2015.0,Read Only Memories - Sounds of Neo-SF,3.99
Mandragora,2015.0,SKYHILL,14.99
Chris Larkin,2015.0,Expand - Soundtrack,3.99
Ben Aprigliano,2015.0,Disposable Heroes Soundtrack,0.99
Zbigniew Ochman,2015.0,Korwin The Game,1.99
Mirball Games,2013.0,Meridian: Age of Invention,2.99
Strangely Interactive Ltd,2015.0,Angels Fall First,17.99
Adhoc Games,2015.0,ZombieZoid® Zenith,5.99
Giant Enemy Labs,2015.0,ASDAD: All-Stars Dungeons and Diamonds,4.99
Victory Works,2015.0,Train Simulator: LNER Peppercorn Class K1 Loco Add-On,19.99
SOCKO! Entertainment,2015.0,The Adventures of Fatman,1.99
"Flying Mollusk, LLC",2015.0,Nevermind Soundtrack Vol. 1,9.99
EXAMU Inc.,2015.0,Arcana Heart 3 LOVE MAX!!!!!,29.99
Big Ant Studios,2015.0,Rugby League Live 3,49.99
Dumb and Fat Games,2015.0,Coin Crypt: Sea and Sky Expansion,4.99
Fervent,2015.0,Who Is Mike - A Visual Novel,0.0
Akakiy Petrushkin,2015.0,Stigmat,3.99
Disparity Games,2015.0,Ninja Pizza Girl,6.99
Them Games,2015.0,inSynch,4.99
Everything Unlimited Ltd.,2015.0,The Beginner's Guide,9.99
Pidroh,2015.0,Daily Espada,9.99
Sector3 Studios,2015.0,RaceRoom - WTCC 2014 Car Pack,8.99
winterworks GmbH,2014.0,Bloo Kid 2,3.99
DeanForge,2015.0,Lumber Island - That Special Place,4.99
Mommy's Best Games,2015.0,Game Type - Soundtrack,0.99
"Почежерцев Влад,Кашковский Антон,Бурков Никита",2015.0,Puzzle Ball,2.99
Serellan LLC,2015.0,Epsilon,7.99
RigIT,2015.0,RigIT,8.99
"NeFARiOUS Dimensions iNteractive,nDi",2015.0,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,9.99
Animation Arts GmbH,2015.0,Lost Horizon 2,14.99
Good Catch Games,2015.0,Black & White Bushido,12.99
Serenity Forge,2015.0,Pixel Galaxy,9.99
Niels Bauer Games,2015.0,Dead But Alive! Southern England,14.99
Isaac Nichols,2015.0,Drone Zero Gravity,9.99
Brushfire Games,2015.0,Polychromatic,2.99
Mason Lindroth,2015.0,Hylics,2.99
Choice of Games,2015.0,Ratings War,4.99
"Gamieon, Inc.",2015.0,Hyperspace Pinball,2.99
CleanWaterSoft,2013.0,Porradaria Upgrade,4.99
Sapphire Dragon Productions,2015.0,Silver Creek Falls: Chapter 2,4.99
Sapphire Dragon Productions,2015.0,Silver Creek Falls - Chapter 2 Soundtrack,1.99
"Jagex,Artplant",2015.0,Block N Load - 560 Platinum Bar Pack,3.99
"Jagex,Artplant",2015.0,Block N Load - Starter Pack,9.99
Team17 Digital Ltd,2015.0,The Escapists: The Walking Dead,17.99
4Bit Games,2015.0,ORBIT,6.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Brand New Song Pack,7.99
"Berserk Games,Future Pastimes",2015.0,Tabletop Simulator - Cosmic Encounter Connector,9.99
"KOEI TECMO GAMES CO., LTD.",2015.0,SAMURAI WARRIORS 4-II,49.99
Visual Concepts,2015.0,NBA 2K16,59.99
SnowBiteGames,2015.0,Inside Me,7.99
Gaming Minds Studios,2015.0,Grand Ages: Medieval,19.99
Chainsaw Syndicate,2015.0,Arson and Plunder: Unleashed,4.99
Killmonday Games HB,2015.0,Fran Bow - Original Soundtrack,4.99
One Man Band Games,2015.0,Blowy Fish,1.99
Pezomi,2015.0,Shoppy Mart: Steam Edition,4.99
Koya Game,2015.0,VERLIES II,9.99
Anthony Case,2015.0,Straima,6.99
Studio TeamShuriken,2015.0,Uncraft World,9.99
Secret Tunnel Entertainment,2015.0,Shapes of Gray,6.99
Stardock Entertainment,2015.0,Galactic Civilizations III Soundtrack,9.99
Targhen Games,2015.0,Kanji Training Game,4.99
ColePowered Games,2015.0,Concrete Jungle,12.99
Forbes Consult Ltd,2015.0,Golden Rush,0.0
Anarchy Enterprises,2015.0,Miner Mayhem,0.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Assassin Hero,9.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Barbarian's Full Set of Artifacts,49.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Paladin Hero,9.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Premium 1 year,39.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Rare Artifacts pack,4.99
FarmerGnome,2015.0,A Fistful of Gun Soundtrack,2.99
FarmerGnome,2015.0,A Fistful of Gun,12.99
"Gravvit Ltd,Forbes  Consult Ltd",2015.0,Golden Rush - Witch Hero,9.99
HYPYRYL,2015.0,One Ship Two Ship Redshift Blueshift,8.99
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2015.0,Missing Translation,0.0
Rising Sun Interactive,2015.0,Angels That Kill Soundtrack,0.0
St. Michael's Girls School,2015.0,A Kiss For The Petals - Remembering How We Met,7.99
RosePortal Games,2015.0,Epic Quest of the 4 Crystals,9.99
RosePortal Games,2015.0,Official Guide - Epic Quest of the 4 Crystals,2.99
"insayn,4Nation5",2015.0,Journey To The Center Of The Earth,3.99
The Revills Games,2015.0,Legends of Solitaire: Curse of the Dragons,4.99
GreyLight Entertainment,2015.0,Stairs,12.99
Ballistic Frogs,2015.0,Psycho Starship Rampage,9.99
Sneaky Mammoth,2015.0,Tic-Toc-Tower,2.99
Thorngames,2018.0,Lost Moon,1.99
Slightly Mad Studios,2015.0,Project CARS - Aston Martin Track Expansion,5.49
A.J Starkey Enterprises,2015.0,Omnipresent,3.99
Cylight Studios,2015.0,Orion: A Sci-Fi Visual Novel,12.99
8D Studio,2015.0,Sketch Tales,1.0
"id Software,David Gow,Nightdive Studios,Hard Disk Publishing",2015.0,Keen Dreams,4.99
"inkle Ltd,Cape Guy Ltd",2015.0,80 Days,9.99
Graviteam,2015.0,Steel Armor: Basra 86,9.99
Colossal Order Ltd.,2015.0,Cities: Skylines - After Dark,14.99
Lazy Turtle Games,2012.0,Abandoned: Chestnut Lodge Asylum,6.99
"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",2015.0,Else Heart.Break(),24.99
Cliffhanger Productions,2015.0,Jagged Alliance Online: Reloaded,9.99
Square Enix,2015.0,FINAL FANTASY V,15.99
Nerdook Productions,2015.0,Reverse Crawl,5.99
Hunter Hamster,2015.0,Snail Bob 2: Tiny Troubles,4.99
Spilt Milk Studios Ltd,2015.0,Tango Fiesta,9.99
Gambrinous,2015.0,Guild of Dungeoneering - Pirate's Cove,4.99
Davioware and Quazi,2015.0,TowerClimb,14.99
Husky Swim Team,2015.0,Melter Man,1.99
phime studio LLC,2015.0,Dale Hardshovel HD,0.99
"KOEI TECMO GAMES CO., LTD.",2015.0,One Piece Pirate Warriors 3 DLC Pack 2,7.99
Hammerfall Publishing,2015.0,"Warhammer 40,000: Regicide - Soundtrack",2.99
Self Made Miracle,2015.0,Penarium,9.99
BSK Games,2015.0,Anoxemia - Soundtrack,1.99
Cyanide Studios,2015.0,Blood Bowl 2,19.99
Studios iLLOGIKA,2015.0,Subaeria,12.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Breaking Benjamin - “So Cold”,2.99
Alder Games,2013.0,League of Mermaids,6.99
Ubisoft - San Francisco,2015.0,Rocksmith® 2014 – Breaking Benjamin Song Pack,7.99
Team Eleven Eleven,2015.0,SC2VN - The eSports Visual Novel,0.0
Aerosoft GmbH,2015.0,FSX: Steam Edition - Kilimanjaro Airport (HTKJ) Add-On,19.99
Witch Beam,2015.0,Assault Android Cactus Original Soundtrack,9.99
Test Pilot,2015.0,FSX: Steam Edition - Pushing the Envelope Add-On,9.99
TML-Studios,2015.0,My Paper Boat,4.99
Mommy's Best Games,2015.0,Weapon of Choice,4.99
AlPixel Games,2015.0,Missing Translation: Deluxe Edition,4.99
IBOLOGY LLC,2015.0,XenoBloom,4.99
Mommy's Best Games,2015.0,Shoot 1UP,3.99
Mommy's Best Games,2015.0,Explosionade,3.99
Cheritz,2015.0,Dandelion - Wishes brought to you - OST,9.99
Mommy's Best Games,2015.0,Game Type,2.99
Punk Games Studio,2015.0,Gamer Simulator,0.99
Golden Ruby Games,2015.0,Extreme Exorcism,12.99
CAT IN JAR GAMES,2015.0,Nyctophilia,0.0
Ross Edgar,2015.0,Navpoint,4.99
Alawar Entertainment,2011.0,Rescue Team 2,4.99
Alawar Entertainment,2013.0,Rescue Team 3,4.99
Digital Melody,2015.0,Timberman,0.99
Sam L Jones,2015.0,Shmup Love Boom - Soundtrack,1.99
Duct Tape Games,2015.0,Broadside,4.99
Aldorlea Games,2015.0,Undefeated - Deluxe Contents,4.99
Cowboy Color,2015.0,ChargeShot,9.99
Qute,2015.0,ESCHATOS,14.99
Qute,2015.0,ESCHATOS Original Soundtrack (Steam Edition),4.99
Qute,2015.0,JUDGEMENT SILVERSWORD - Resurrection -,4.99
Hipix Studio,2015.0,Invasion,1.99
Render System,2015.0,TankZone Battle,8.99
"Nathan Archer,Luke Brown,Dan Kramer",2015.0,Judgement,4.99
Killer Teapot Games,2015.0,Bleeding Blocks,1.99
NIGORO,2015.0,La-Mulana Original Sound Track,14.99
Great War Team,2015.0,Battle of Empires : 1914-1918 -  British Empire,4.99
Jack Dolabany,2015.0,Robot Exploration Squad,2.99
Skyshine Games,2015.0,Skyshine's BEDLAM,19.99
BlueLine Games,2015.0,Simply Chess,0.0
Twelve Games,2015.0,Crash Dummy,9.99
ninjalex,2015.0,Destiny Warriors RPG,2.99
Anvate Games,2012.0,The Juicer,0.99
K Monkey,2015.0,Dungeon Nightmares II : The Memory,8.99
YGGDRASIL STUDIO,2015.0,Discouraged Workers - Original Sound Track,4.99
Aldorlea Games,2015.0,Official Guide - Girlfriend Rescue,2.99
SimaGames,2015.0,Legends of Pixelia,4.99
Tortuga Team,2015.0,Braveland Pirate,6.99
Lemon Moose,2015.0,Lapland Solitaire,4.99
Ape Law,2015.0,Albino Lullaby: Episode 1 (Official Video Game Soundtrack),9.99
Icarus Development Team,2015.0,X-Plane 10 AddOn - Aerosoft - Airport Manchester,24.99
Orbx,2015.0,FSX: Steam Edition - Friday Harbor (KFHR) Add-On,19.99
Paradox Arctic,2015.0,Magicka 2: Three Cardinals Robe Pack,4.99
Paradox Arctic,2015.0,Magicka 2: Gates of Midgård Challenge pack,3.99
SuperVillain Studios,2015.0,Frozen Free Fall: Snowball Fight,0.0
"SmiteWorks USA, LLC",2015.0,Fantasy Grounds - D&D Rage of Demons: Out of the Abyss,24.99
Dlala Studios,2015.0,Overruled!,12.99
Pixel Bones Studio,2015.0,Run Run And Die,2.99
Elder Games,2015.0,Solar Shifter EX,4.99
Elder Games,2015.0,Solar Shifter EX - Soundtrack,4.99
ProjectorGames,2015.0,FortressCraft Evolved Dapper Indie Supporter's Pack,4.99
"KOEI TECMO GAMES CO., LTD.",2015.0,One Piece Pirate Warriors 3 Story Pack,11.99
DreamsSoftGames,2015.0,Match 3 Revolution,3.99
Obscure Cloud,2015.0,WonderCat Adventures,2.99
Star Gem Inc.,2015.0,Star Conflict: Fleet Strength - Sawtooth,24.99
Star Gem Inc.,2015.0,Star Conflict: Fleet Strength - Cutter,24.99
Star Gem Inc.,2015.0,Star Conflict: Fleet Strength - Mauler,29.99
Star Gem Inc.,2015.0,Star Conflict: Dogs of War - Nyx,18.99
Denis Lapiner,2015.0,Mad Snowboarding,8.99
Two Desperados,2015.0,The Dreamatorium of Dr. Magnus 2,7.99
Fivang,2015.0,QuestEvent,2.99
MDNA Games,2015.0,Shades of Black,11.99
TakeFlight Interactive,2015.0,FSX: Steam Edition - Air Alaska Add-On,16.99
A2A Simulations,2015.0,FSX: Steam Edition - Piper J-3 Cub Add-On,39.99
Milestone S.r.l.,2015.0,RIDE - 2015 Top Bikes Pack 1,5.99
Milestone S.r.l.,2015.0,RIDE: Season Pass,14.99
Milestone S.r.l.,2015.0,RIDE - 2015 Top Bikes Pack 2,5.99
Asteroid Base,2015.0,Lovers in a Dangerous Spacetime,14.99
Golden Gear Games,2015.0,Fate Tectonics,0.49
Kraftix Games,2015.0,Alien Robot Monsters - Soundtrack,3.99
Kraftix Games,2015.0,Alien Robot Monsters,5.99
Milestone S.r.l.,2015.0,MotoGP™15 Red Bull Rookies Cup,3.99
